Block	Column	Row	Name
7	9	5	carbSynthe_1418
7	10	5	carbsynthe_1378
7	11	5	carbSynthe_1418
7	12	5	carbsynthe_1378
7	1	6	carbsynthe_1382
7	2	6	0
7	3	6	carbsynthe_1382
7	4	6	0
7	5	6	0
7	6	6	0
7	7	6	0
7	8	6	0
7	9	6	0
7	10	6	0
7	11	6	0
7	12	6	0
7	1	7	carbSynthe_1258
7	2	7	carbsynthe_1305
7	3	7	carbSynthe_1258
7	4	7	carbsynthe_1305
7	5	7	carbsynthe_1330
7	6	7	carbsynthe_1381
7	7	7	carbsynthe_1330
7	8	7	carbsynthe_1381
7	9	7	carbSynthe_1418
7	10	7	carbsynthe_1378
7	11	7	carbSynthe_1418
7	12	7	carbsynthe_1378
7	1	8	carbSynthe_0730
7	2	8	carbSynthe_0747
7	3	8	carbSynthe_0730
7	4	8	carbSynthe_0747
7	5	8	carbSynthe_998
7	6	8	carbSynthe_991
7	7	8	carbSynthe_998
7	8	8	carbSynthe_991
7	9	8	carbSynthe_1086
7	10	8	carbSynthe_1101
7	11	8	carbSynthe_1086
7	12	8	carbSynthe_1101
7	1	9	carbSynthe_990
7	2	9	carbSynthe_0649
7	3	9	carbSynthe_990
7	4	9	carbSynthe_0649
7	5	9	carbSynthe_0582
7	6	9	carbSynthe_1170
7	7	9	carbSynthe_0582
7	8	9	carbSynthe_1170
7	9	9	carbSynthe_0860
7	10	9	carbSynthe_0756
7	11	9	carbSynthe_0860
7	12	9	carbSynthe_0756
7	1	10	carbSynthe_0730
7	2	10	carbSynthe_0747
7	3	10	carbSynthe_0730
7	4	10	carbSynthe_0747
7	5	10	carbSynthe_998
7	6	10	carbSynthe_991
7	7	10	carbSynthe_998
7	8	10	carbSynthe_991
7	9	10	carbSynthe_1086
7	10	10	carbSynthe_1101
7	11	10	carbSynthe_1086
7	12	10	carbSynthe_1101
7	1	11	carbSynthe_990
7	2	11	carbSynthe_0649
7	3	11	carbSynthe_990
7	4	11	carbSynthe_0649
7	5	11	carbSynthe_0582
7	6	11	carbSynthe_1170
7	7	11	carbSynthe_0582
7	8	11	carbSynthe_1170
7	9	11	carbSynthe_0860
7	10	11	carbSynthe_0756
7	11	11	carbSynthe_0860
7	12	11	carbSynthe_0756
7	1	12	carbSynthe_0730
7	2	12	carbSynthe_0747
7	3	12	carbSynthe_0730
7	4	12	carbSynthe_0747
7	5	12	carbSynthe_998
7	6	12	carbSynthe_991
7	7	12	carbSynthe_998
7	8	12	carbSynthe_991
7	9	12	carbSynthe_1086
7	10	12	carbSynthe_1101
7	11	12	carbSynthe_1086
7	12	12	carbSynthe_1101
7	1	13	carbSynthe_990
7	2	13	carbSynthe_0649
7	3	13	carbSynthe_990
7	4	13	carbSynthe_0649
7	5	13	carbSynthe_0582
7	6	13	carbSynthe_1170
7	7	13	carbSynthe_0582
7	8	13	carbSynthe_1170
7	9	13	carbSynthe_0860
7	10	13	carbSynthe_0756
7	11	13	carbSynthe_0860
7	12	13	carbSynthe_0756
7	1	14	0
7	2	14	0
7	3	14	0
7	4	14	0
7	5	14	0
7	6	14	0
7	7	14	0
7	8	14	0
7	9	14	0
7	10	14	0
7	11	14	0
7	12	14	0
8	1	1	0
8	2	1	0
8	3	1	0
8	4	1	0
8	5	1	0
8	6	1	0
8	7	1	0
8	8	1	0
8	9	1	0
8	10	1	0
8	11	1	0
8	12	1	0
8	1	2	carbsynthe_1383
8	2	2	0
8	3	2	carbsynthe_1383
8	4	2	0
8	5	2	0
8	6	2	0
8	7	2	0
8	8	2	0
8	9	2	0
8	10	2	0
8	11	2	0
8	12	2	0
8	1	3	carbSynthe_1259
8	2	3	carbsynthe_1306
8	3	3	carbSynthe_1259
8	4	3	carbsynthe_1306
8	5	3	carbsynthe_1331
8	6	3	carbsynthe_1343
8	7	3	carbsynthe_1331
8	8	3	carbsynthe_1343
8	9	3	carbsynthe_1365
8	10	3	carbsynthe_1379
8	11	3	carbsynthe_1365
8	12	3	carbsynthe_1379
8	1	4	carbsynthe_1383
8	2	4	0
8	3	4	carbsynthe_1383
8	4	4	0
8	5	4	0
8	6	4	0
8	7	4	0
8	8	4	0
8	9	4	0
8	10	4	0
8	11	4	0
8	12	4	0
8	1	5	carbSynthe_1259
8	2	5	carbsynthe_1306
8	3	5	carbSynthe_1259
8	4	5	carbsynthe_1306
8	5	5	carbsynthe_1331
8	6	5	carbsynthe_1343
8	7	5	carbsynthe_1331
8	8	5	carbsynthe_1343
8	9	5	carbsynthe_1365
8	10	5	carbsynthe_1379
8	11	5	carbsynthe_1365
8	12	5	carbsynthe_1379
8	1	6	carbsynthe_1383
8	2	6	0
8	3	6	carbsynthe_1383
8	4	6	0
8	5	6	0
8	6	6	0
8	7	6	0
8	8	6	0
8	9	6	0
8	10	6	0
8	11	6	0
8	12	6	0
8	1	7	carbSynthe_1259
8	2	7	carbsynthe_1306
8	3	7	carbSynthe_1259
8	4	7	carbsynthe_1306
8	5	7	carbsynthe_1331
8	6	7	carbsynthe_1343
8	7	7	carbsynthe_1331
8	8	7	carbsynthe_1343
8	9	7	carbsynthe_1365
8	10	7	carbsynthe_1379
8	11	7	carbsynthe_1365
8	12	7	carbsynthe_1379
8	1	8	carbSynthe_0731
8	2	8	carbSynthe_0744
8	3	8	carbSynthe_0731
8	4	8	carbSynthe_0744
8	5	8	carbSynthe_972
8	6	8	carbSynthe_965
8	7	8	carbSynthe_972
8	8	8	carbSynthe_965
8	9	8	carbSynthe_1087
8	10	8	carbSynthe_1113
8	11	8	carbSynthe_1087
8	12	8	carbSynthe_1113
8	1	9	carbSynthe_0603
8	2	9	carbsynthe_1220
8	3	9	carbSynthe_0603
8	4	9	carbsynthe_1220
8	5	9	carbSynthe_0634
8	6	9	carbSynthe_0897
8	7	9	carbSynthe_0634
8	8	9	carbSynthe_0897
8	9	9	carbSynthe_0700
8	10	9	carbSynthe_0753
8	11	9	carbSynthe_0700
8	12	9	carbSynthe_0753
8	1	10	carbSynthe_0731
8	2	10	carbSynthe_0744
8	3	10	carbSynthe_0731
8	4	10	carbSynthe_0744
8	5	10	carbSynthe_972
8	6	10	carbSynthe_965
8	7	10	carbSynthe_972
8	8	10	carbSynthe_965
8	9	10	carbSynthe_1087
8	10	10	carbSynthe_1113
8	11	10	carbSynthe_1087
8	12	10	carbSynthe_1113
8	1	11	carbSynthe_0603
8	2	11	carbsynthe_1220
8	3	11	carbSynthe_0603
8	4	11	carbsynthe_1220
8	5	11	carbSynthe_0634
8	6	11	carbSynthe_0897
8	7	11	carbSynthe_0634
8	8	11	carbSynthe_0897
8	9	11	carbSynthe_0700
8	10	11	carbSynthe_0753
8	11	11	carbSynthe_0700
8	12	11	carbSynthe_0753
8	1	12	carbSynthe_0731
8	2	12	carbSynthe_0744
8	3	12	carbSynthe_0731
8	4	12	carbSynthe_0744
8	5	12	carbSynthe_972
8	6	12	carbSynthe_965
8	7	12	carbSynthe_972
8	8	12	carbSynthe_965
8	9	12	carbSynthe_1087
8	10	12	carbSynthe_1113
8	11	12	carbSynthe_1087
8	12	12	carbSynthe_1113
8	1	13	carbSynthe_0603
8	2	13	carbsynthe_1220
8	3	13	carbSynthe_0603
8	4	13	carbsynthe_1220
8	5	13	carbSynthe_0634
8	6	13	carbSynthe_0897
8	7	13	carbSynthe_0634
8	8	13	carbSynthe_0897
8	9	13	carbSynthe_0700
8	10	13	carbSynthe_0753
8	11	13	carbSynthe_0700
8	12	13	carbSynthe_0753
8	1	14	0
8	2	14	0
8	3	14	0
8	4	14	0
8	5	14	0
8	6	14	0
8	7	14	0
8	8	14	0
8	9	14	0
8	10	14	0
8	11	14	0
8	12	14	0
9	1	1	0
9	2	1	0
9	3	1	0
9	4	1	0
9	5	1	0
9	6	1	0
9	7	1	0
9	8	1	0
9	9	1	0
9	10	1	0
9	11	1	0
9	12	1	0
9	1	2	carbsynthe_1400
9	2	2	carbsynthe_1393
9	3	2	carbsynthe_1400
9	4	2	carbsynthe_1393
9	5	2	0
9	6	2	0
9	7	2	0
9	8	2	0
9	9	2	0
9	10	2	0
9	11	2	0
9	12	2	0
9	1	3	carbSynthe_1142
9	2	3	carbSynthe_1166
9	3	3	carbSynthe_1142
9	4	3	carbSynthe_1166
9	5	3	carbSynthe_1198
9	6	3	carbsynthe_1229
9	7	3	carbSynthe_1198
9	8	3	carbsynthe_1229
9	9	3	carbsynthe_1356
9	10	3	carbsynthe_1368
9	11	3	carbsynthe_1356
9	12	3	carbsynthe_1368
9	1	4	carbsynthe_1400
9	2	4	carbsynthe_1393
9	3	4	carbsynthe_1400
9	4	4	carbsynthe_1393
9	5	4	0
9	6	4	0
9	7	4	0
9	8	4	0
9	9	4	0
9	10	4	0
9	11	4	0
9	12	4	0
9	1	5	carbSynthe_1142
9	2	5	carbSynthe_1166
9	3	5	carbSynthe_1142
9	4	5	carbSynthe_1166
9	5	5	carbSynthe_1198
9	6	5	carbsynthe_1229
9	7	5	carbSynthe_1198
9	8	5	carbsynthe_1229
9	9	5	carbsynthe_1356
9	10	5	carbsynthe_1368
9	11	5	carbsynthe_1356
9	12	5	carbsynthe_1368
9	1	6	carbsynthe_1400
9	2	6	carbsynthe_1393
9	3	6	carbsynthe_1400
9	4	6	carbsynthe_1393
9	5	6	0
9	6	6	0
9	7	6	0
9	8	6	0
9	9	6	0
9	10	6	0
9	11	6	0
9	12	6	0
9	1	7	carbSynthe_1142
9	2	7	carbSynthe_1166
9	3	7	carbSynthe_1142
9	4	7	carbSynthe_1166
9	5	7	carbSynthe_1198
9	6	7	carbsynthe_1229
9	7	7	carbSynthe_1198
9	8	7	carbsynthe_1229
9	9	7	carbsynthe_1356
9	10	7	carbsynthe_1368
9	11	7	carbsynthe_1356
9	12	7	carbsynthe_1368
9	1	8	carbSynthe_0743
9	2	8	carbSynthe_0739
9	3	8	carbSynthe_0743
9	4	8	carbSynthe_0739
9	5	8	carbSynthe_0716
9	6	8	carbSynthe_1003
9	7	8	carbSynthe_0716
9	8	8	carbSynthe_1003
9	9	8	carbSynthe_1072
9	10	8	carbSynthe_1092
9	11	8	carbSynthe_1072
9	12	8	carbSynthe_1092
9	1	9	carbSynthe_0758
9	2	9	carbSynthe_1414
9	3	9	carbSynthe_0758
9	4	9	carbSynthe_1414
9	5	9	carbSynthe_0881
9	6	9	carbSynthe_0835
9	7	9	carbSynthe_0881
9	8	9	carbSynthe_0835
9	9	9	carbSynthe_0900
9	10	9	carbSynthe_0707
9	11	9	carbSynthe_0900
9	12	9	carbSynthe_0707
9	1	10	carbSynthe_0743
9	2	10	carbSynthe_0739
9	3	10	carbSynthe_0743
9	4	10	carbSynthe_0739
9	5	10	carbSynthe_0716
9	6	10	carbSynthe_1003
9	7	10	carbSynthe_0716
9	8	10	carbSynthe_1003
9	9	10	carbSynthe_1072
9	10	10	carbSynthe_1092
9	11	10	carbSynthe_1072
9	12	10	carbSynthe_1092
9	1	11	carbSynthe_0758
9	2	11	carbSynthe_1414
9	3	11	carbSynthe_0758
9	4	11	carbSynthe_1414
9	5	11	carbSynthe_0881
9	6	11	carbSynthe_0835
9	7	11	carbSynthe_0881
9	8	11	carbSynthe_0835
9	9	11	carbSynthe_0900
9	10	11	carbSynthe_0707
9	11	11	carbSynthe_0900
9	12	11	carbSynthe_0707
9	1	12	carbSynthe_0743
9	2	12	carbSynthe_0739
9	3	12	carbSynthe_0743
9	4	12	carbSynthe_0739
9	5	12	carbSynthe_0716
9	6	12	carbSynthe_1003
9	7	12	carbSynthe_0716
9	8	12	carbSynthe_1003
9	9	12	carbSynthe_1072
9	10	12	carbSynthe_1092
9	11	12	carbSynthe_1072
9	12	12	carbSynthe_1092
9	1	13	carbSynthe_0758
9	2	13	carbSynthe_1414
9	3	13	carbSynthe_0758
9	4	13	carbSynthe_1414
9	5	13	carbSynthe_0881
9	6	13	carbSynthe_0835
9	7	13	carbSynthe_0881
9	8	13	carbSynthe_0835
9	9	13	carbSynthe_0900
9	10	13	carbSynthe_0707
9	11	13	carbSynthe_0900
9	12	13	carbSynthe_0707
9	1	14	0
9	2	14	0
9	3	14	0
9	4	14	0
9	5	14	0
9	6	14	0
9	7	14	0
9	8	14	0
9	9	14	0
9	10	14	0
9	11	14	0
9	12	14	0
10	1	1	0
10	2	1	0
10	3	1	0
10	4	1	0
10	5	1	0
10	6	1	0
10	7	1	0
10	8	1	0
10	9	1	0
10	10	1	0
10	11	1	0
10	12	1	0
10	1	2	carbsynthe_1401
10	2	2	carbsynthe_1394
10	3	2	carbsynthe_1401
10	4	2	carbsynthe_1394
10	5	2	0
10	6	2	0
10	7	2	0
10	8	2	0
10	9	2	0
10	10	2	0
10	11	2	0
10	12	2	0
10	1	3	carbSynthe_1143
10	2	3	carbSynthe_1167
10	3	3	carbSynthe_1143
10	4	3	carbSynthe_1167
10	5	3	carbSynthe_1208
10	6	3	carbsynthe_1230
10	7	3	carbSynthe_1208
10	8	3	carbsynthe_1230
10	9	3	carbsynthe_1357
10	10	3	carbsynthe_1369
10	11	3	carbsynthe_1357
10	12	3	carbsynthe_1369
10	1	4	carbsynthe_1401
10	2	4	carbsynthe_1394
10	3	4	carbsynthe_1401
10	4	4	carbsynthe_1394
10	5	4	0
10	6	4	0
10	7	4	0
10	8	4	0
10	9	4	0
10	10	4	0
10	11	4	0
10	12	4	0
10	1	5	carbSynthe_1143
10	2	5	carbSynthe_1167
10	3	5	carbSynthe_1143
10	4	5	carbSynthe_1167
10	5	5	carbSynthe_1208
10	6	5	carbsynthe_1230
10	7	5	carbSynthe_1208
10	8	5	carbsynthe_1230
10	9	5	carbsynthe_1357
10	10	5	carbsynthe_1369
10	11	5	carbsynthe_1357
10	12	5	carbsynthe_1369
10	1	6	carbsynthe_1401
10	2	6	carbsynthe_1394
10	3	6	carbsynthe_1401
10	4	6	carbsynthe_1394
10	5	6	0
10	6	6	0
10	7	6	0
10	8	6	0
10	9	6	0
10	10	6	0
10	11	6	0
10	12	6	0
10	1	7	carbSynthe_1143
10	2	7	carbSynthe_1167
10	3	7	carbSynthe_1143
10	4	7	carbSynthe_1167
10	5	7	carbSynthe_1208
10	6	7	carbsynthe_1230
10	7	7	carbSynthe_1208
10	8	7	carbsynthe_1230
10	9	7	carbsynthe_1357
10	10	7	carbsynthe_1369
10	11	7	carbsynthe_1357
10	12	7	carbsynthe_1369
10	1	8	carbSynthe_0863
10	2	8	carbSynthe_0740
10	3	8	carbSynthe_0863
10	4	8	carbSynthe_0740
10	5	8	carbSynthe_0710
10	6	8	carbSynthe_987
10	7	8	carbSynthe_0710
10	8	8	carbSynthe_987
10	9	8	carbSynthe_1073
10	10	8	carbSynthe_1093
10	11	8	carbSynthe_1073
10	12	8	carbSynthe_1093
10	1	9	carbSynthe_0618
10	2	9	carbSynthe_0878
10	3	9	carbSynthe_0618
10	4	9	carbSynthe_0878
10	5	9	carbSynthe_0667
10	6	9	carbSynthe_0836
10	7	9	carbSynthe_0667
10	8	9	carbSynthe_0836
10	9	9	carbSynthe_0696
10	10	9	carbSynthe_0706
10	11	9	carbSynthe_0696
10	12	9	carbSynthe_0706
10	1	10	carbSynthe_0863
10	2	10	carbSynthe_0740
10	3	10	carbSynthe_0863
10	4	10	carbSynthe_0740
10	5	10	carbSynthe_0710
10	6	10	carbSynthe_987
10	7	10	carbSynthe_0710
10	8	10	carbSynthe_987
10	9	10	carbSynthe_1073
10	10	10	carbSynthe_1093
10	11	10	carbSynthe_1073
10	12	10	carbSynthe_1093
10	1	11	carbSynthe_0618
10	2	11	carbSynthe_0878
10	3	11	carbSynthe_0618
10	4	11	carbSynthe_0878
10	5	11	carbSynthe_0667
10	6	11	carbSynthe_0836
10	7	11	carbSynthe_0667
10	8	11	carbSynthe_0836
10	9	11	carbSynthe_0696
10	10	11	carbSynthe_0706
10	11	11	carbSynthe_0696
10	12	11	carbSynthe_0706
10	1	12	carbSynthe_0863
10	2	12	carbSynthe_0740
10	3	12	carbSynthe_0863
10	4	12	carbSynthe_0740
10	5	12	carbSynthe_0710
10	6	12	carbSynthe_987
10	7	12	carbSynthe_0710
10	8	12	carbSynthe_987
10	9	12	carbSynthe_1073
10	10	12	carbSynthe_1093
10	11	12	carbSynthe_1073
10	12	12	carbSynthe_1093
10	1	13	carbSynthe_0618
10	2	13	carbSynthe_0878
10	3	13	carbSynthe_0618
10	4	13	carbSynthe_0878
10	5	13	carbSynthe_0667
10	6	13	carbSynthe_0836
10	7	13	carbSynthe_0667
10	8	13	carbSynthe_0836
10	9	13	carbSynthe_0696
10	10	13	carbSynthe_0706
10	11	13	carbSynthe_0696
10	12	13	carbSynthe_0706
10	1	14	0
10	2	14	0
10	3	14	0
10	4	14	0
10	5	14	0
10	6	14	0
10	7	14	0
10	8	14	0
10	9	14	0
10	10	14	0
10	11	14	0
10	12	14	0
11	1	1	0
11	2	1	0
11	3	1	0
11	4	1	0
11	5	1	0
11	6	1	0
11	7	1	0
11	8	1	0
11	9	1	0
11	10	1	0
11	11	1	0
11	12	1	0
11	1	2	carbsynthe_1406
11	2	2	0
11	3	2	carbsynthe_1406
11	4	2	0
11	5	2	0
11	6	2	0
11	7	2	0
11	8	2	0
11	9	2	0
11	10	2	0
11	11	2	0
11	12	2	0
11	1	3	carbSynthe_1154
11	2	3	carbSynthe_1181
11	3	3	carbSynthe_1154
11	4	3	carbSynthe_1181
11	5	3	carbSynthe_1203
11	6	3	Carbsynthe_1242
11	7	3	carbSynthe_1203
11	8	3	Carbsynthe_1242
11	9	3	carbSynthe_1417
11	10	3	carbsynthe_1376
11	11	3	carbSynthe_1417
11	12	3	carbsynthe_1376
11	1	4	carbsynthe_1406
11	2	4	0
11	3	4	carbsynthe_1406
11	4	4	0
11	5	4	0
11	6	4	0
11	7	4	0
11	8	4	0
11	9	4	0
11	10	4	0
11	11	4	0
11	12	4	0
11	1	5	carbSynthe_1154
11	2	5	carbSynthe_1181
11	3	5	carbSynthe_1154
11	4	5	carbSynthe_1181
11	5	5	carbSynthe_1203
11	6	5	Carbsynthe_1242
11	7	5	carbSynthe_1203
11	8	5	Carbsynthe_1242
11	9	5	carbSynthe_1417
11	10	5	carbsynthe_1376
11	11	5	carbSynthe_1417
11	12	5	carbsynthe_1376
11	1	6	carbsynthe_1406
11	2	6	0
11	3	6	carbsynthe_1406
11	4	6	0
11	5	6	0
11	6	6	0
11	7	6	0
11	8	6	0
11	9	6	0
11	10	6	0
11	11	6	0
11	12	6	0
11	1	7	carbSynthe_1154
11	2	7	carbSynthe_1181
11	3	7	carbSynthe_1154
11	4	7	carbSynthe_1181
11	5	7	carbSynthe_1203
11	6	7	Carbsynthe_1242
11	7	7	carbSynthe_1203
11	8	7	Carbsynthe_1242
11	9	7	carbSynthe_1417
11	10	7	carbsynthe_1376
11	11	7	carbSynthe_1417
11	12	7	carbsynthe_1376
11	1	8	carbSynthe_955
11	2	8	carbSynthe_0751
11	3	8	carbSynthe_955
11	4	8	carbSynthe_0751
11	5	8	carbSynthe_995
11	6	8	carbSynthe_1002
11	7	8	carbSynthe_995
11	8	8	carbSynthe_1002
11	9	8	carbSynthe_1084
11	10	8	carbSynthe_1098
11	11	8	carbSynthe_1084
11	12	8	carbSynthe_1098
11	1	9	carbSynthe_0824
11	2	9	carbSynthe_0595
11	3	9	carbSynthe_0824
11	4	9	carbSynthe_0595
11	5	9	carbSynthe_0832
11	6	9	carbSynthe_0658
11	7	9	carbSynthe_0832
11	8	9	carbSynthe_0658
11	9	9	carbSynthe_0699
11	10	9	carbSynthe_0862
11	11	9	carbSynthe_0699
11	12	9	carbSynthe_0862
11	1	10	carbSynthe_955
11	2	10	carbSynthe_0751
11	3	10	carbSynthe_955
11	4	10	carbSynthe_0751
11	5	10	carbSynthe_995
11	6	10	carbSynthe_1002
11	7	10	carbSynthe_995
11	8	10	carbSynthe_1002
11	9	10	carbSynthe_1084
11	10	10	carbSynthe_1098
11	11	10	carbSynthe_1084
11	12	10	carbSynthe_1098
11	1	11	carbSynthe_0824
11	2	11	carbSynthe_0595
11	3	11	carbSynthe_0824
11	4	11	carbSynthe_0595
11	5	11	carbSynthe_0832
11	6	11	carbSynthe_0658
11	7	11	carbSynthe_0832
11	8	11	carbSynthe_0658
11	9	11	carbSynthe_0699
11	10	11	carbSynthe_0862
11	11	11	carbSynthe_0699
11	12	11	carbSynthe_0862
11	1	12	carbSynthe_955
11	2	12	carbSynthe_0751
11	3	12	carbSynthe_955
11	4	12	carbSynthe_0751
11	5	12	carbSynthe_995
11	6	12	carbSynthe_1002
11	7	12	carbSynthe_995
11	8	12	carbSynthe_1002
11	9	12	carbSynthe_1084
11	10	12	carbSynthe_1098
11	11	12	carbSynthe_1084
11	12	12	carbSynthe_1098
11	1	13	carbSynthe_0824
11	2	13	carbSynthe_0595
11	3	13	carbSynthe_0824
11	4	13	carbSynthe_0595
11	5	13	carbSynthe_0832
11	6	13	carbSynthe_0658
11	7	13	carbSynthe_0832
11	8	13	carbSynthe_0658
11	9	13	carbSynthe_0699
11	10	13	carbSynthe_0862
11	11	13	carbSynthe_0699
11	12	13	carbSynthe_0862
11	1	14	0
11	2	14	0
11	3	14	0
11	4	14	0
11	5	14	0
11	6	14	0
11	7	14	0
11	8	14	0
11	9	14	0
11	10	14	0
11	11	14	0
11	12	14	0
12	1	1	0
12	2	1	0
12	3	1	0
12	4	1	0
12	5	1	0
12	6	1	0
12	7	1	0
12	8	1	0
12	9	1	0
12	10	1	0
12	11	1	0
12	12	1	0
12	1	2	0
12	2	2	0
12	3	2	0
12	4	2	0
12	5	2	0
12	6	2	0
12	7	2	0
12	8	2	0
12	9	2	0
12	10	2	0
12	11	2	0
12	12	2	0
12	1	3	carbSynthe_1155
12	2	3	carbSynthe_1188
12	3	3	carbSynthe_1155
12	4	3	carbSynthe_1188
12	5	3	carbSynthe_1205
12	6	3	carbsynthe_1243
12	7	3	carbSynthe_1205
12	8	3	carbsynthe_1243
12	9	3	carbsynthe_1364
12	10	3	carbsynthe_1377
12	11	3	carbsynthe_1364
12	12	3	carbsynthe_1377
12	1	4	0
12	2	4	0
12	3	4	0
12	4	4	0
12	5	4	0
12	6	4	0
12	7	4	0
12	8	4	0
12	9	4	0
12	10	4	0
12	11	4	0
12	12	4	0
12	1	5	carbSynthe_1155
12	2	5	carbSynthe_1188
12	3	5	carbSynthe_1155
12	4	5	carbSynthe_1188
12	5	5	carbSynthe_1205
12	6	5	carbsynthe_1243
12	7	5	carbSynthe_1205
12	8	5	carbsynthe_1243
12	9	5	carbsynthe_1364
12	10	5	carbsynthe_1377
12	11	5	carbsynthe_1364
12	12	5	carbsynthe_1377
12	1	6	0
12	2	6	0
12	3	6	0
12	4	6	0
12	5	6	0
12	6	6	0
12	7	6	0
12	8	6	0
12	9	6	0
12	10	6	0
12	11	6	0
12	12	6	0
12	1	7	carbSynthe_1155
12	2	7	carbSynthe_1188
12	3	7	carbSynthe_1155
12	4	7	carbSynthe_1188
12	5	7	carbSynthe_1205
12	6	7	carbsynthe_1243
12	7	7	carbSynthe_1205
12	8	7	carbsynthe_1243
12	9	7	carbsynthe_1364
12	10	7	carbsynthe_1377
12	11	7	carbsynthe_1364
12	12	7	carbsynthe_1377
12	1	8	carbSynthe_0729
12	2	8	carbSynthe_0746
12	3	8	carbSynthe_0729
12	4	8	carbSynthe_0746
12	5	8	carbSynthe_961
12	6	8	carbSynthe_1005
12	7	8	carbSynthe_961
12	8	8	carbSynthe_1005
12	9	8	carbSynthe_1085
12	10	8	carbSynthe_1099
12	11	8	carbSynthe_1085
12	12	8	carbSynthe_1099
12	1	9	carbSynthe_954
12	2	9	carbSynthe_0763
12	3	9	carbSynthe_954
12	4	9	carbSynthe_0763
12	5	9	carbSynthe_0671
12	6	9	carbSynthe_0657
12	7	9	carbSynthe_0671
12	8	9	carbSynthe_0657
12	9	9	carbSynthe_0859
12	10	9	carbSynthe_0755
12	11	9	carbSynthe_0859
12	12	9	carbSynthe_0755
12	1	10	carbSynthe_0729
12	2	10	carbSynthe_0746
12	3	10	carbSynthe_0729
12	4	10	carbSynthe_0746
12	5	10	carbSynthe_961
12	6	10	carbSynthe_1005
12	7	10	carbSynthe_961
12	8	10	carbSynthe_1005
12	9	10	carbSynthe_1085
12	10	10	carbSynthe_1099
12	11	10	carbSynthe_1085
12	12	10	carbSynthe_1099
12	1	11	carbSynthe_954
12	2	11	carbSynthe_0763
12	3	11	carbSynthe_954
12	4	11	carbSynthe_0763
12	5	11	carbSynthe_0671
12	6	11	carbSynthe_0657
12	7	11	carbSynthe_0671
12	8	11	carbSynthe_0657
12	9	11	carbSynthe_0859
12	10	11	carbSynthe_0755
12	11	11	carbSynthe_0859
12	12	11	carbSynthe_0755
12	1	12	carbSynthe_0729
12	2	12	carbSynthe_0746
12	3	12	carbSynthe_0729
12	4	12	carbSynthe_0746
12	5	12	carbSynthe_961
12	6	12	carbSynthe_1005
12	7	12	carbSynthe_961
12	8	12	carbSynthe_1005
12	9	12	carbSynthe_1085
12	10	12	carbSynthe_1099
12	11	12	carbSynthe_1085
12	12	12	carbSynthe_1099
12	1	13	carbSynthe_954
12	2	13	carbSynthe_0763
12	3	13	carbSynthe_954
12	4	13	carbSynthe_0763
12	5	13	carbSynthe_0671
12	6	13	carbSynthe_0657
12	7	13	carbSynthe_0671
12	8	13	carbSynthe_0657
12	9	13	carbSynthe_0859
12	10	13	carbSynthe_0755
12	11	13	carbSynthe_0859
12	12	13	carbSynthe_0755
12	1	14	0
12	2	14	0
12	3	14	0
12	4	14	0
12	5	14	0
12	6	14	0
12	7	14	0
12	8	14	0
12	9	14	0
12	10	14	0
12	11	14	0
12	12	14	0
13	1	1	0
13	2	1	0
13	3	1	0
13	4	1	0
13	5	1	0
13	6	1	0
13	7	1	0
13	8	1	0
13	9	1	0
13	10	1	0
13	11	1	0
13	12	1	0
13	1	2	carbsynthe_1398
13	2	2	carbsynthe_1386
13	3	2	carbsynthe_1398
13	4	2	carbsynthe_1386
13	5	2	0
13	6	2	0
13	7	2	0
13	8	2	0
13	9	2	0
13	10	2	0
13	11	2	0
13	12	2	0
13	1	3	carbSynthe_1112
13	2	3	carbSynthe_1164
13	3	3	carbSynthe_1112
13	4	3	carbSynthe_1164
13	5	3	carbSynthe_1196
13	6	3	carbsynthe_1227
13	7	3	carbSynthe_1196
13	8	3	carbsynthe_1227
13	9	3	carbsynthe_1354
13	10	3	carbsynthe_1366
13	11	3	carbsynthe_1354
13	12	3	carbsynthe_1366
13	1	4	carbsynthe_1398
13	2	4	carbsynthe_1386
13	3	4	carbsynthe_1398
13	4	4	carbsynthe_1386
13	5	4	0
13	6	4	0
13	7	4	0
13	8	4	0
13	9	4	0
13	10	4	0
13	11	4	0
13	12	4	0
13	1	5	carbSynthe_1112
13	2	5	carbSynthe_1164
13	3	5	carbSynthe_1112
13	4	5	carbSynthe_1164
13	5	5	carbSynthe_1196
13	6	5	carbsynthe_1227
13	7	5	carbSynthe_1196
13	8	5	carbsynthe_1227
13	9	5	carbsynthe_1354
13	10	5	carbsynthe_1366
13	11	5	carbsynthe_1354
13	12	5	carbsynthe_1366
13	1	6	carbsynthe_1398
13	2	6	carbsynthe_1386
13	3	6	carbsynthe_1398
13	4	6	carbsynthe_1386
13	5	6	0
13	6	6	0
13	7	6	0
13	8	6	0
13	9	6	0
13	10	6	0
13	11	6	0
13	12	6	0
13	1	7	carbSynthe_1112
13	2	7	carbSynthe_1164
13	3	7	carbSynthe_1112
13	4	7	carbSynthe_1164
13	5	7	carbSynthe_1196
13	6	7	carbsynthe_1227
13	7	7	carbSynthe_1196
13	8	7	carbsynthe_1227
13	9	7	carbsynthe_1354
13	10	7	carbsynthe_1366
13	11	7	carbsynthe_1354
13	12	7	carbsynthe_1366
13	1	8	carbSynthe_0911
13	2	8	carbSynthe_0736
